Complaint Number,Major Crime Head,Crime Head and Section,Minor Crime Head,Commits,Month
997307518,PREVENTION OF CORRUPTION ACT 1988,,Public Servant - Gazetted - Defence,0,Sep-22
643981804,PREVENTION OF CORRUPTION ACT 1988,,"Public Servant - Gazetted - Public SectorUndertaking",0,Sep-22
498081769,PREVENTION OF CORRUPTION ACT 1988,,Public Servant - Gazetted - State,0,Sep-22
276845099,PREVENTION OF CORRUPTION ACT 1988,,Public Servant - Non-Gazetted - Central,0,Sep-22
947557104,PREVENTION OF CORRUPTION ACT 1988,,Public Servant - Non-Gazetted - Defence,0,Sep-22
667643826,PREVENTION OF CORRUPTION ACT 1988,,Public Servant - Non-Gazetted - State,0,Sep-22
596513194,CUSTOMS,,Others,nan,Sep-22
955809575,CUSTOMS,,Customs Act 1962,0,Sep-22
826266003,CUSTOMS,,Import/Export (Control) Act 1947,0,Sep-22
686597873,Explosives,,Others,nan,Sep-22
161198889,Explosives,,Explosives Substances Act 1908,1,Sep-22
464006391,Explosives,,Explosives Act 1884,6,Sep-22
596107393,Explosives,,Inflammable Substance Act 1952,0,Sep-22
845301741,FOREIGN EXCHANGE,,Others,nan,Sep-22
384676040,FOREIGN EXCHANGE,,"Smugglers and Foreign Exchange Manipulator Act1976",0,Sep-22
685419069,FOREIGN EXCHANGE,,Foreign Exchange Regulation Act 1973,0,Sep-22
474805453,FOREIGN EXCHANGE,,Foreign Exchange Regulation Act 1952,0,Sep-22
470198269,FOREIGNER,,Others,nan,Sep-22
245296164,FOREIGNER,,Foreigners Act 1946,1,Sep-22
375878015,FOREIGNER,,Registration of Foreigners Act 1939,0,Sep-22
940686801,FOREST,,Others,nan,Sep-22
988418900,FOREST,,Indian Forest Act 1927,0,Sep-22
140246376,FOREST,,Forest (Conservation) Act 1980,3,Sep-22
750296811,HIJACKING,,Others,nan,Sep-22
904397737,HIJACKING,,Foreign Aircraft - In India,0,Sep-22
754470524,HIJACKING,,Foreign Aircraft - Outside India,0,Sep-22
294204559,HIJACKING,,Indian Aircraft - In India,0,Sep-22
545351711,HIJACKING,,Indian Aircraft - Outside India,0,Sep-22
159020104,IMMORAL TRAFFIC,,Others,nan,Sep-22
474100715,IMMORAL TRAFFIC,,Organised,12,Sep-22
319044918,IMMORAL TRAFFIC,,Un-Organised,8,Sep-22
292058425,BONDED LABOUR SYSTEM,,Others,0,Sep-22
688071827,INDIAN MOTOR VEHICLE,,Others,2,Sep-22
744246080,"NARCOTIC DRUGS & PSYCHOTROPIC
SUBSTANCES ACT",,Others,nan,Sep-22
791891597,"NARCOTIC DRUGS & PSYCHOTROPIC
SUBSTANCES ACT",,Cultivated/Processed,260,Sep-22
604570097,"NARCOTIC DRUGS & PSYCHOTROPIC
SUBSTANCES ACT",,Synthetic,349,Sep-22
154644729,PASSPORT ACT,,Others,nan,Sep-22
825891987,PASSPORT ACT,,Foreigner,0,Sep-22
988414260,PASSPORT ACT,,Indian,0,Sep-22
466433446,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,,Others,nan,Sep-22
608876751,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,,Assembly,0,Sep-22
969795629,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,,Parliament,0,Sep-22
235645262,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,,Other Elected Bodies,0,Sep-22
720055447,KARNATAKA POLICE ACT 1963,,Others,nan,Sep-22
562651728,KARNATAKA POLICE ACT 1963,,Gambling - Matka (78 Class C),475,Sep-22
521178602,KARNATAKA POLICE ACT 1963,,Street Gambling (87),468,Sep-22
940134384,KARNATAKA POLICE ACT 1963,,House Gambling (79 & 80),22,Sep-22
177051620,KARNATAKA POLICE ACT 1963,,Betting,21,Sep-22
923390770,KARNATAKA POLICE ACT 1963,,Others,46,Sep-22
982141427,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY
ACT 1984",,Others,10,Sep-22
479677589,"POST & TELEGRAPH, TELEGRAPH WIRES
",UNLAWFUL POSSESSION) ACT 1980,Others,1,Sep-22
310308673,OFFICIAL SECURITY RELATED ACTS,,Others,nan,Sep-22
306241329,OFFICIAL SECURITY RELATED ACTS,,Official Secrets Act 1923,0,Sep-22
732400050,OFFICIAL SECURITY RELATED ACTS,,Essential Services Maintenance Act 1981,0,Sep-22
492342311,PREVENTION OF TERRORISM ACT ,POTA,Others,0,Sep-22
475588855,RAILWAYS ACT,,Others,nan,Sep-22
436749998,RAILWAYS ACT,,Indian Railways Act 1989,0,Sep-22
112054182,RAILWAYS ACT,,Railway Property (Unlawful Possession) Act 1966,0,Sep-22
706251207,UNLAWFUL ACTIVITIES ,Prevention) Act 1967,Others,1,Sep-22
654971958,CRIMES RELATED TO WOMEN,,Others,nan,Sep-22
137525262,CRIMES RELATED TO WOMEN,,Dowry Prohibition,172,Sep-22
524911382,CRIMES RELATED TO WOMEN,,Commission of SATI (Prevention) Act 1987,0,Sep-22
223425384,CRIMES RELATED TO WOMEN,,"Indecent Representation of Women (Prohibition) Act1986",0,Sep-22
230986936,INDIAN LUNACY ACT,,Others,0,Sep-22
576144407,INDIAN ELECTRICITY ACT,,Others,2,Sep-22
339097521,"COTPA, CIGARETTES AND OTHER TOBACCO
PRODUCTS",,Others,15,Sep-22
724764034,KARNATAKA STATE LOCAL ACTS,,Others,nan,Sep-22
742691017,KARNATAKA STATE LOCAL ACTS,,Karnataka Epidemic Deseases Act 2020,0,Sep-22
611278310,KARNATAKA STATE LOCAL ACTS,,Banning of Unregulated Deposit Schemes Act,1,Sep-22
291019363,KARNATAKA STATE LOCAL ACTS,,"The Karnataka Prevention of Dangerous Activitiesof Bootleggers, Drug-offenders, Gamblers, GoondaAct",0,Sep-22
922623283,KARNATAKA STATE LOCAL ACTS,,Karnataka Cow Slaughters Act,26,Sep-22
579859226,KARNATAKA STATE LOCAL ACTS,,"Motor Spirit and High Speed Diesel (Regulation ofupply, Distribution and Prevention of Malpractice",0,Sep-22
562729475,KARNATAKA STATE LOCAL ACTS,,"Karnataka Prevention of Slaughter andPreservation of Cattle Act 2020",12,Sep-22
774926023,KARNATAKA STATE LOCAL ACTS,,Disaster Management Act 2005,0,Sep-22
146924045,KARNATAKA STATE LOCAL ACTS,,Karnataka Excise Act 1965,581,Sep-22
729057395,KARNATAKA STATE LOCAL ACTS,,Karnataka Forest Act 1963,10,Sep-22
127645954,KARNATAKA STATE LOCAL ACTS,,"Karnataka Education Act 1983 As Amended UptoDate",1,Sep-22
337131718,KARNATAKA STATE LOCAL ACTS,,Karnataka Kerosene Restriction Unuse Act 1956,1,Sep-22
499799580,KARNATAKA STATE LOCAL ACTS,,Karnataka University Act,0,Sep-22
574962861,KARNATAKA STATE LOCAL ACTS,,Karnataka Corruption Act,0,Sep-22
445241949,KARNATAKA STATE LOCAL ACTS,,Karnataka Medical Registration Act 1965,nan,Sep-22
371257389,KARNATAKA STATE LOCAL ACTS,,Karnataka Land & Revenue Acdt 1964 & 2007,5,Sep-22
700967922,KARNATAKA STATE LOCAL ACTS,,Karnataka Kerosene Dealers License Order 1969,0,Sep-22
844576404,KARNATAKA STATE LOCAL ACTS,,Karnataka Society Registration Act,0,Sep-22
857557609,KARNATAKA STATE LOCAL ACTS,,Karnataka Minor Mineral Consistent Rule 1994,5,Sep-22
490210104,KARNATAKA STATE LOCAL ACTS,,Bangalore Development Authority Act,0,Sep-22
231748237,KARNATAKA STATE LOCAL ACTS,,Karnataka Prohibition of Beggery Act 1975,0,Sep-22
576226260,KARNATAKA STATE LOCAL ACTS,,Karnataka Municipalities Act 1964,0,Sep-22
357770492,KARNATAKA STATE LOCAL ACTS,,Karnataka Irrigation Act 1963,0,Sep-22
219091094,KARNATAKA STATE LOCAL ACTS,,Karnataka Fire Force act 1964,0,Sep-22
443706223,KARNATAKA STATE LOCAL ACTS,,Karnataka Consumer Protection Act 1986,0,Sep-22
788787313,KARNATAKA STATE LOCAL ACTS,,Karnataka Lottery Act,8,Sep-22
776796601,KARNATAKA STATE LOCAL ACTS,,Karnataka Weight & Measurement Act,0,Sep-22
409497907,KARNATAKA STATE LOCAL ACTS,,Karnataka Agriculture Marketing Regulation Act,0,Sep-22
630309146,KARNATAKA STATE LOCAL ACTS,,Karnataka Revenue Act,0,Sep-22
205334164,KARNATAKA STATE LOCAL ACTS,,Karnataka Mining Act,0,Sep-22
267343230,KARNATAKA STATE LOCAL ACTS,,Karnataka Betting Tax Act,0,Sep-22
179844404,KARNATAKA STATE LOCAL ACTS,,Karnataka Panchayat Raj Act,0,Sep-22
247540002,KARNATAKA STATE LOCAL ACTS,,Karnataka Open Place Disfigurement Act 1951,11,Sep-22
131200452,KARNATAKA STATE LOCAL ACTS,,Karnataka Right To Information Act 2000 & 2008,0,Sep-22
506829041,KARNATAKA STATE LOCAL ACTS,,Karnataka Urban Development Act 1987,0,Sep-22
541955700,KARNATAKA STATE LOCAL ACTS,,Karnataka Town & City Planning Act 1961,0,Sep-22
545148538,KARNATAKA STATE LOCAL ACTS,,Karnataka Race Betting Act,0,Sep-22
163788430,KARNATAKA STATE LOCAL ACTS,,"Karnataka Devadasi's (Prohibition Of Dedication)Act 1982",0,Sep-22
442356356,KARNATAKA STATE LOCAL ACTS,,Cooperative Society Act,0,Sep-22
511354865,KARNATAKA STATE LOCAL ACTS,,Karnataka Entertainment Tax Act 1958,0,Sep-22
144130467,KARNATAKA STATE LOCAL ACTS,,Karnataka Land Acquisition (Prohibition) Act 2007,0,Sep-22
916571255,KARNATAKA STATE LOCAL ACTS,,Karnataka Money Lender Act 1961,1,Sep-22
198345109,KARNATAKA STATE LOCAL ACTS,,Karnataka Stamp Act 1957,0,Sep-22
335037121,KARNATAKA STATE LOCAL ACTS,,Karnataka Prisoners Act 1963 & 1974,2,Sep-22
210718173,KARNATAKA STATE LOCAL ACTS,,Karnataka Private Medical Institution Act 2007,0,Sep-22
427279404,KARNATAKA STATE LOCAL ACTS,,"MMRD (Mines & Minerals Regulation Development) Act 1957",5,Sep-22
460466394,KARNATAKA STATE LOCAL ACTS,,Karnataka Treasure Trove Act 1962,0,Sep-22
893699698,KARNATAKA STATE LOCAL ACTS,,"Karnataka Prohibition of Charging ExorbitantInterest Act 2004",1,Sep-22
480755025,KARNATAKA STATE LOCAL ACTS,,"Karnataka Ayurvedic And Unani Pract. Regis. &Medical Prac. Misc. Prov. Act",0,Sep-22
708429570,KARNATAKA STATE LOCAL ACTS,,Other Local Acts,10,Sep-22
997531206,CYBER CRIME,,Others,nan,Sep-22
106518029,CYBER CRIME,,"Information Technology Act 2000, 2009",1073,Sep-22
586015795,NATIONAL SECURITY ACT,,Others,0,Sep-22
661423439,POCSO,,Others,nan,Sep-22
298284451,POCSO,,Custodial Rape,0,Sep-22
205962093,POCSO,,Gang Rape,0,Sep-22
247281830,POCSO,,Rape with Murder,0,Sep-22
182284739,POCSO,,Rape,150,Sep-22
586384086,POCSO,,Others,74,Sep-22
640412144,Murder ,Sec.302/303 IPC,Others,nan,Oct-22
644253224,Murder ,Sec.302/303 IPC,For gain,4,Oct-22
452172137,Murder ,Sec.302/303 IPC,Over Property Dispute,0,Oct-22
554665964,Murder ,Sec.302/303 IPC,Due to Personal Vendetta or enemity,8,Oct-22
102364357,Murder ,Sec.302/303 IPC,Due to Sexual jealousy,1,Oct-22
421769536,Murder ,Sec.302/303 IPC,For dowry by burning,0,Oct-22
158611472,Murder ,Sec.302/303 IPC,For dowry by other means,3,Oct-22
577984162,Murder ,Sec.302/303 IPC,Due to Communalism,0,Oct-22
855690192,Murder ,Sec.302/303 IPC,Due to Casteism,0,Oct-22
245650549,Murder ,Sec.302/303 IPC,Witch Craft (Sorcery),0,Oct-22
748342913,Murder ,Sec.302/303 IPC,For Human Sacrifice,0,Oct-22
133964536,Murder ,Sec.302/303 IPC,Due to Terrorism/Naxalism / Extremism,0,Oct-22
111425475,Murder ,Sec.302/303 IPC,For Political Reasons,0,Oct-22
286621691,Murder ,Sec.302/303 IPC,Due to Adultery,0,Oct-22
199173095,Murder ,Sec.302/303 IPC,Civil Disputes,2,Oct-22
555269106,Murder ,Sec.302/303 IPC,Electoral Gain,0,Oct-22
890903338,Murder ,Sec.302/303 IPC,Gang Rivalry,0,Oct-22
723893958,Murder ,Sec.302/303 IPC,Love Intrigue,1,Oct-22
737174891,Murder ,Sec.302/303 IPC,Professional,0,Oct-22
365682900,Murder ,Sec.302/303 IPC,Psychopathic/Serial Killer/Lunacy,0,Oct-22
942546648,Murder ,Sec.302/303 IPC,Rape with Murder,0,Oct-22
105525993,Murder ,Sec.302/303 IPC,Revenge/Enemity,8,Oct-22
698542476,Murder ,Sec.302/303 IPC,Sudden Quarrel,8,Oct-22
833242553,Murder ,Sec.302/303 IPC,Village Dispute,0,Oct-22
374992983,Murder ,Sec.302/303 IPC,Custodial,0,Oct-22
195727208,Murder ,Sec.302/303 IPC,Due to Other Causes,85,Oct-22
813552095,ATTEMPT TO MURDER ,Sec. 307 IPC,Others,nan,Oct-22
245752268,ATTEMPT TO MURDER ,Sec. 307 IPC,For Gain,3,Oct-22
774096246,ATTEMPT TO MURDER ,Sec. 307 IPC,Over Property Dispute,5,Oct-22
680372172,ATTEMPT TO MURDER ,Sec. 307 IPC,Due to Personal Vendetta or enemity,9,Oct-22
853579247,ATTEMPT TO MURDER ,Sec. 307 IPC,Due to Sexual jealousy,1,Oct-22
610356724,ATTEMPT TO MURDER ,Sec. 307 IPC,For Dowry other Means,2,Oct-22
547324589,ATTEMPT TO MURDER ,Sec. 307 IPC,Dowry By Burning,0,Oct-22
823511009,ATTEMPT TO MURDER ,Sec. 307 IPC,Due to Communalism,0,Oct-22
797593759,ATTEMPT TO MURDER ,Sec. 307 IPC,Due to Casteism,0,Oct-22
265109523,ATTEMPT TO MURDER ,Sec. 307 IPC,Witch Craft (Sorcery),0,Oct-22
130185463,ATTEMPT TO MURDER ,Sec. 307 IPC,For Human Sacrifice,0,Oct-22
904753105,ATTEMPT TO MURDER ,Sec. 307 IPC,Terrorism /Naxalism / Extremism,0,Oct-22
441528039,ATTEMPT TO MURDER ,Sec. 307 IPC,For Political Reasons,1,Oct-22
642281856,ATTEMPT TO MURDER ,Sec. 307 IPC,Adultery,0,Oct-22
350815347,ATTEMPT TO MURDER ,Sec. 307 IPC,Electoral Gain,0,Oct-22
666912397,ATTEMPT TO MURDER ,Sec. 307 IPC,Gang Rivalry,0,Oct-22
467218661,ATTEMPT TO MURDER ,Sec. 307 IPC,Love Intrigue,0,Oct-22
165417355,ATTEMPT TO MURDER ,Sec. 307 IPC,Professional,0,Oct-22
139173539,ATTEMPT TO MURDER ,Sec. 307 IPC,Rape,0,Oct-22
780373527,ATTEMPT TO MURDER ,Sec. 307 IPC,Revenge/Enemity,26,Oct-22
450649085,ATTEMPT TO MURDER ,Sec. 307 IPC,Sudden Quarrel,16,Oct-22
267827292,ATTEMPT TO MURDER ,Sec. 307 IPC,Village Dispute,2,Oct-22
163167586,ATTEMPT TO MURDER ,Sec. 307 IPC,Due to Other Causes,144,Oct-22
258239386,ATTEMPT TO MURDER ,Sec. 307 IPC,Civil Disputes,20,Oct-22
407028474,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Others,nan,Oct-22
410761820,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,For Gain,0,Oct-22
311384021,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Over Civil Dispute,0,Oct-22
838469156,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Personal Vendetta or enemity,0,Oct-22
721803318,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Sexual jealousy,0,Oct-22
568295185,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,For Dowry,0,Oct-22
589050027,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Communalism,0,Oct-22
552676319,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Casteism,0,Oct-22
143436426,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Witch Craft (Sorcery),0,Oct-22
898077646,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,For Human Sacrifice,0,Oct-22
998681007,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Terrorism /Naxalism / Extremism,0,Oct-22
191556307,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,For Political Reasons,0,Oct-22
595052091,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Adultery,0,Oct-22
803359411,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Property Disputes,0,Oct-22
324676226,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Electoral Gain,0,Oct-22
455514331,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Gang Rivalry,0,Oct-22
408217384,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Love Intrigue,0,Oct-22
995078547,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Professional,0,Oct-22
135602742,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Sudden Quarrel,0,Oct-22
708758781,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Other Causes,5,Oct-22
758063068,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Others,nan,Oct-22
175577384,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,For Gain,0,Oct-22
506833095,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Over Civil Dispute,0,Oct-22
999569217,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Personal Vendetta or enemity,0,Oct-22
180887585,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Sexual jealousy,0,Oct-22
608030869,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,For Dowry,0,Oct-22
127891344,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Communalism,0,Oct-22
159827419,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Casteism,1,Oct-22
417031012,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Witch Craft (Sorcery),0,Oct-22
100803551,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,For Human Sacrifice,0,Oct-22
697259165,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Terrorism /Naxalism / Extremism,0,Oct-22
190335407,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,For Political Reasons,0,Oct-22
227136045,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Other Causes,1,Oct-22
771050458,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Adultery,0,Oct-22
372943232,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Property Disputes,0,Oct-22
376631768,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Electoral Gain,0,Oct-22
205548845,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Gang Rivalry,0,Oct-22
405586082,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Love Intrigue,0,Oct-22
977928165,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Professional,0,Oct-22
188084076,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Sudden Quarrel,0,Oct-22
410595111,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Others,nan,Oct-22
677242959,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Custodial Rape,0,Oct-22
516033916,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Attempt to Commit,0,Oct-22
657852425,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By a Gang,1,Oct-22
976904659,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By Parents,0,Oct-22
489645912,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By Hospital Staff,1,Oct-22
437930335,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By Husband During Sepearation,1,Oct-22
977279959,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By Neighbours,0,Oct-22
341704631,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By Relatives,6,Oct-22
191126065,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",In Jail Custody,0,Oct-22
109130460,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",In Remand Home,0,Oct-22
595375940,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",InCest,0,Oct-22
988042179,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Known Person,16,Oct-22
106481924,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Unknown Person,0,Oct-22
208131073,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Due to Other Causes,9,Oct-22
529610186,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",On Minor,0,Oct-22
102058366,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Others,nan,Oct-22
221865382,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Missing - Boy,68,Oct-22
702131647,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Missing - Girl,188,Oct-22
779213164,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Ransom - of Children,1,Oct-22
311133482,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Ransom - of Cildren for Begging,0,Oct-22
951406603,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Ransom - of Women,0,Oct-22
259655134,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Ransom - of Girls for Immoral Purpose,1,Oct-22
527076740,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Ransom - of  Others,5,Oct-22
521098689,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Procuration of Minor Girls - For Prostitution,0,Oct-22
413690555,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Procuration of Minor Girls - Importring of Girl,0,Oct-22
222077430,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Procuration of Minor Girls - For other Purpose,2,Oct-22
504288010,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Espionage,0,Oct-22
883450076,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Intent to Steal From Child,1,Oct-22
222153238,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Murder (Homicide),0,Oct-22
181967037,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Obtain Signature Forcibly,0,Oct-22
480861374,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Recovering Loan,nan,Oct-22
293597750,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Settling any Disputes,0,Oct-22
730669654,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Unnatural Lust / Illicit Intercourse,0,Oct-22
332380817,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Wrongful Confinement,0,Oct-22
439279202,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Exporting,0,Oct-22
176053151,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",From Lawful Guardianship,0,Oct-22
519735177,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Camel Racing Etc.,0,Oct-22
939076067,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",To Compel For Marriage,1,Oct-22
393634780,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Slavery,0,Oct-22
654655910,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Stealing From its Person,0,Oct-22
506494822,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Others,50,Oct-22
515989394,DACOITY ,Sec. 395 to 398 IPC ,Others,nan,Oct-22
543619250,DACOITY ,Sec. 395 to 398 IPC ,At ATM,0,Oct-22
391798561,DACOITY ,Sec. 395 to 398 IPC ,At Residential Premises,4,Oct-22
593959440,DACOITY ,Sec. 395 to 398 IPC ,On Highways,4,Oct-22
904955409,DACOITY ,Sec. 395 to 398 IPC ,In Trains,0,Oct-22
510405079,DACOITY ,Sec. 395 to 398 IPC ,At Banks,0,Oct-22
593317659,DACOITY ,Sec. 395 to 398 IPC ,At Commercial Places / Establishments,2,Oct-22
488235593,DACOITY ,Sec. 395 to 398 IPC ,On Other Roads,1,Oct-22
593845019,DACOITY ,Sec. 395 to 398 IPC ,In Other Places,3,Oct-22
780477373,DACOITY ,Sec. 395 to 398 IPC ,River & Sea,0,Oct-22
375256728,Preparation And Assembly for Dacoity,,Others,19,Oct-22
583050567,Robbery ,Sec.392 to 394 IPC,Others,nan,Oct-22
459520157,Robbery ,Sec.392 to 394 IPC,At ATM,0,Oct-22
244157823,Robbery ,Sec.392 to 394 IPC,At Residential Premises,12,Oct-22
803643800,Robbery ,Sec.392 to 394 IPC,On Highways,7,Oct-22
787737812,Robbery ,Sec.392 to 394 IPC,In Trains,0,Oct-22
665051567,Robbery ,Sec.392 to 394 IPC,At Banks,0,Oct-22
538957387,Robbery ,Sec.392 to 394 IPC,At Commercial Places / Establishments,10,Oct-22
762612961,Robbery ,Sec.392 to 394 IPC,In Other Places,48,Oct-22
128456454,Robbery ,Sec.392 to 394 IPC,Chain Snatching,45,Oct-22
573935719,Robbery ,Sec.392 to 394 IPC,Attempt to Commit,2,Oct-22
480254950,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",Others,nan,Oct-22
545717023,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Residential Premises,215,Oct-22
493136598,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",On Highways,1,Oct-22
297872009,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",In Trains,0,Oct-22
120131099,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Banks,7,Oct-22
739781153,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Commercial Places / Establishments,53,Oct-22
